원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2025.1Q,56670,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2024.4Q,58642,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2024.3Q,58039,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2024.2Q,40194,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2024.1Q,38946,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2023.4Q,38767,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2023.3Q,37294,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2023.2Q,36000,,,,
KR0074,라이나생명보험,400,생명보험,7,3. 이익잉여금,2023.1Q,35092,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,8,4. 자본조정,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2025.1Q,1509,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2024.4Q,1771,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2024.3Q,1461,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2024.2Q,1956,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2024.1Q,1519,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2023.4Q,2104,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2023.3Q,1794,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2023.2Q,1622,,,,
KR0074,라이나생명보험,400,생명보험,9,5. 기타포괄손익누계액,2023.1Q,1573,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,10,6. 비지배지분,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2025.1Q,15942,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2024.4Q,16652,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2024.3Q,16763,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2024.2Q,35145,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2024.1Q,34480,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2023.4Q,35053,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2023.3Q,31423,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2023.2Q,34004,,,,
KR0074,라이나생명보험,400,생명보험,11,7. 조정준비금,2023.1Q,34834,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,-,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.4Q,3000,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.3Q,-,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.2Q,-,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.1Q,-,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.4Q,1200,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,21509,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.4Q,26082,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.3Q,18405,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.2Q,36308,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.1Q,36727,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.4Q,37498,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.3Q,38445,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.2Q,40211,,,,
KR0074,라이나생명보험,400,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,40726,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,21483,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.4Q,21463,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.3Q,20857,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.2Q,22735,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.1Q,21976,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.4Q,22418,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.3Q,22454,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.2Q,22882,,,,
KR0074,라이나생명보험,400,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,23172,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2025.1Q,28462,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2024.4Q,28436,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2024.3Q,27446,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2024.2Q,29917,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2024.1Q,28917,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2023.4Q,29499,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2023.3Q,29514,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2023.2Q,30077,,,,
KR0074,라이나생명보험,400,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,30459,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,6139,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.4Q,6434,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.3Q,5874,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.2Q,6652,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.1Q,6440,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.4Q,6224,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.3Q,5767,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.2Q,5708,,,,
KR0074,라이나생명보험,400,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,5483,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2025.1Q,23639,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2024.4Q,23367,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2024.3Q,22822,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2024.2Q,24600,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2024.1Q,23724,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2023.4Q,24569,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2023.3Q,25137,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2023.2Q,25802,,,,
KR0074,라이나생명보험,400,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,26140,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,18,2. 일반손해보험위험액,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2025.1Q,7906,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2024.4Q,8159,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2024.3Q,7547,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2024.2Q,9054,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2024.1Q,8813,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2023.4Q,8568,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2023.3Q,7539,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2023.2Q,7422,,,,
KR0074,라이나생명보험,400,생명보험,19,3. 시장위험액,2023.1Q,8132,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2025.1Q,1978,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2024.4Q,2276,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2024.3Q,1891,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2024.2Q,1867,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2024.1Q,1781,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2023.4Q,1557,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2023.3Q,1583,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2023.2Q,1547,,,,
KR0074,라이나생명보험,400,생명보험,20,4. 신용위험액,2023.1Q,666,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2025.1Q,1078,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2024.4Q,1069,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2024.3Q,1060,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2024.2Q,1048,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2024.1Q,1040,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2023.4Q,1030,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2023.3Q,1021,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2023.2Q,1014,,,,
KR0074,라이나생명보험,400,생명보험,21,5. 운영위험액,2023.1Q,1004,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2025.1Q,6979,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2024.4Q,6973,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2024.3Q,6589,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2024.2Q,7182,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2024.1Q,6942,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2023.4Q,7082,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2023.3Q,7060,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2023.2Q,7195,,,,
KR0074,라이나생명보험,400,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,7286,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2025.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2024.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.4Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.3Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.2Q,0,,,,
KR0074,라이나생명보험,400,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.1Q,0,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2025.1Q,348.16,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.4Q,348.18,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.3Q,368.84,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.2Q,342.91,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2024.1Q,344.07,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.4Q,336.3,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.3Q,317,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.2Q,315.94,,,,
KR0074,라이나생명보험,400,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,311.43,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2025.1Q,2118,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2024.4Q,2091,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2024.3Q,2069,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2024.2Q,2108,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2024.1Q,2200,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2023.4Q,2142,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2023.3Q,2341,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2023.2Q,2406,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,1,가. 지급여력금액,2023.1Q,2320,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2025.1Q,1709,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2024.4Q,1657,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2024.3Q,1738,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2024.2Q,1824,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2024.1Q,1893,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2023.4Q,1960,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2023.3Q,2197,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2023.2Q,2288,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,2,기본자본,2023.1Q,2237,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2025.1Q,409,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2024.4Q,434,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2024.3Q,331,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2024.2Q,284,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2024.1Q,307,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2023.4Q,182,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2023.3Q,144,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2023.2Q,118,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,3,보완자본,2023.1Q,83,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,2187,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,2111,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,2098,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,2122,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,2201,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,2143,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,2342,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,2407,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,2320,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2025.1Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2024.4Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2024.3Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2024.2Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2024.1Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2023.4Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2023.3Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2023.2Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,5,1. 보통주,2023.1Q,2763,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,0,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,7,3. 이익잉여금,2025.1Q,-300,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,7,3. 이익잉여금,2024.4Q,-266,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,7,3. 이익잉여금,2024.3Q,-210,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,7,3. 이익잉여금,2024.2Q,-176,,,,
KR0075,비엔피파리바카디프생명보험,6260,생명보험,7,3. 이익잉여금,2024.1Q,-156,,,,
