원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_적용후
KR0068,한화생명,088350,생명보험,48,보완자본 한도,2025.4Q,72694.17,72694.17
KR0068,한화생명,088350,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.4Q,74294.83,74294.83
KR0068,한화생명,088350,생명보험,47,보완자본 한도 적용 전,2026.1Q,153222.21,153222.21
KR0068,한화생명,088350,생명보험,48,보완자본 한도,2026.1Q,74146.79,74146.79
KR0068,한화생명,088350,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,82866.66,82866.66
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2023.1Q,50768,50768
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2023.1Q,109127,109127
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,4908,4908
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2023.2Q,61702.2,61702.2
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2023.2Q,118032.33,118032.33
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,12100.59,12100.59
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2023.3Q,67058.64,67058.64
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2023.3Q,120523.65,120523.65
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,16196.47,16196.47
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2023.4Q,70685.3,70685.3
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2023.4Q,121948.24,121948.24
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,19755.28,19755.28
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2024.1Q,79375.35,79375.35
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2024.1Q,127970.92,127970.92
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,26066.66,26066.66
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2024.2Q,54794.73,54794.73
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2024.2Q,132096.78,132096.78
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,40207.41,40207.41
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2024.3Q,50474.07,50474.07
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2024.3Q,121734.45,121734.45
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,40681.32,40681.32
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2024.4Q,49275.24,49275.24
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2024.4Q,119903.06,119903.06
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.4Q,43473.87,43473.87
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2025.1Q,52423.78,52423.78
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2025.1Q,127543.05,127543.05
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,38743.64,38743.64
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2025.2Q,52009.67,52009.67
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2025.2Q,127963.43,127963.43
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,63568.68,63568.68
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2025.3Q,58058.2,58058.2
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2025.3Q,144558.86,144558.86
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,70897.19,70897.19
KR0069,삼성생명보험,032830,생명보험,47,보완자본 한도 적용 전,2026.1Q,77577.97,77577.97
KR0069,삼성생명보험,032830,생명보험,48,보완자본 한도,2026.1Q,196321.78,196321.78
KR0069,삼성생명보험,032830,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,80520.58,80520.58
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.1Q,2608.68,2608.68
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2023.1Q,6416.74,6416.74
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.2Q,2353.45,2353.45
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2023.2Q,6792.56,6792.56
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,2190.91,2190.91
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2023.3Q,7171.67,7171.67
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,2133.34,2133.34
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2023.4Q,6392.35,6392.35
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,2272.88,2272.88
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2024.1Q,6661.4,6661.4
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,2589.68,2589.68
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2024.2Q,6773.71,6773.71
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,776.95,776.95
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,4573.71,4573.71
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2024.3Q,7226.88,7226.88
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,1704.73,1704.73
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.4Q,6002.14,6002.14
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2024.4Q,7466.59,7466.59
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.4Q,1600.74,1600.74
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.1Q,8041.53,7390.69
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2025.1Q,7613.58,7613.58
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.2Q,7999.16,7348.34
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2025.2Q,7648.46,7648.46
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,1167.08,1167.08
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.3Q,7823.14,7175.39
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2025.3Q,8106.63,8106.63
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,3160.27,3160.27
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.4Q,7859.87,7216.64
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2025.4Q,7802.92,7802.92
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.4Q,2998.86,2998.86
KR0070,에이비엘생명보험,X,생명보험,47,보완자본 한도 적용 전,2026.1Q,6925.3,6288.67
KR0070,에이비엘생명보험,X,생명보험,48,보완자본 한도,2026.1Q,8252,8252
KR0070,에이비엘생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,4414.5,4414.5
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.1Q,8842.13,8342.13
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2023.1Q,12571.94,12571.94
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,9395.13,9395.13
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.2Q,2886.06,1228.87
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2023.2Q,12565.11,12565.11
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,9001.86,9001.86
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,5368.75,3726.84
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2023.3Q,13584.99,13584.99
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,9625.06,9625.06
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,6800.4,5574.55
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2023.4Q,12261.06,12261.06
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,10946.16,10946.16
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,7417.28,5690.96
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2024.1Q,11873.61,11873.61
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,12570.3,12570.3
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,7382.09,5653.06
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2024.2Q,11363.16,11363.16
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,12579.68,12579.68
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,7624.07,5890.67
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2024.3Q,11072.34,11072.34
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,13140.81,13140.81
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.1Q,5135.87,1272.9
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2025.1Q,11909.7,11909.7
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,13100.35,13100.35
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.2Q,4963.57,1094.91
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2025.2Q,12045.96,12045.96
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,14161.87,14161.87
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.3Q,4909.51,1057.32
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2025.3Q,12209.53,12209.53
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,14132.51,14132.51
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.4Q,5766.35,1012.7
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2025.4Q,12516.01,12516.01
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.4Q,14244.95,14244.95
KR0071,흥국생명보험,X,생명보험,47,보완자본 한도 적용 전,2026.1Q,6160,1501.81
KR0071,흥국생명보험,X,생명보험,48,보완자본 한도,2026.1Q,13411.07,13411.07
KR0071,흥국생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,15056,15056
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.1Q,6441.36,0
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2023.1Q,7640.46,7640.46
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,0,0
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.2Q,7349.44,2160
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2023.2Q,7977.76,7977.76
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,0,0
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,6371.3,2160
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2023.3Q,8063.85,8063.85
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,0,0
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,6780.43,2157.9
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2023.4Q,7032.43,7032.43
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,0,0
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,6810.44,2157.9
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2024.1Q,7355.72,7355.72
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,477.48,477.48
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,5687.33,2157.9
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2024.2Q,7025.35,7025.35
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,4181.99,4181.99
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,7761.53,6551.09
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2024.3Q,6848.24,6848.24
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,4557.65,4557.65
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.4Q,6818.83,6818.83
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2024.4Q,6745.09,6745.09
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.4Q,4584.95,4584.95
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.1Q,6812.07,6812.07
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2025.1Q,6549.16,6549.16
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,2298,2298
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.2Q,6767.35,6767.35
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2025.2Q,6439.67,6439.67
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,5093.19,5093.19
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.3Q,6753.15,6753.15
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2025.3Q,6550.05,6550.05
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,6486.1,6486.1
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.4Q,6687.31,6687.31
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2025.4Q,6790.47,6790.47
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.4Q,6264.93,6264.93
KR0072,케이디비생명보험,X,생명보험,47,보완자본 한도 적용 전,2026.1Q,6604.48,6604.48
KR0072,케이디비생명보험,X,생명보험,48,보완자본 한도,2026.1Q,7082.79,7082.79
KR0072,케이디비생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,7520.4,7520.4
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.2Q,16074.4,4985.41
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2023.2Q,40887.12,40887.12
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,0,0
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,27623.07,16534.08
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2023.3Q,40363.63,40363.63
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,14291.97,14291.97
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,23644.9,12555.91
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2023.4Q,37454.32,37454.32
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,11985.47,11985.47
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,23651.4,12562.41
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2024.1Q,39399.14,39399.14
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,18227.15,18227.15
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,23653.54,12564.55
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2024.2Q,40811.34,40811.34
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,21958.52,21958.52
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,31364.61,20275.62
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2024.3Q,41537.28,41537.28
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,22972.22,22972.22
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.4Q,31566.95,20477.96
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2024.4Q,42601.06,42601.06
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.4Q,25119.16,25119.16
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.1Q,33616.13,33616.13
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2025.1Q,44866.43,44866.43
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,7087.67,7087.67
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.2Q,34263.17,23174.18
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2025.2Q,44185.83,44185.83
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,21326.23,21326.23
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.3Q,38662.26,27573.27
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2025.3Q,44407.55,44407.55
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,29196.84,29196.84
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.4Q,35874.1,24785.11
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2025.4Q,42912.44,42912.44
KR0073,교보생명보험,X,생명보험,47,보완자본 한도 적용 전,2026.1Q,43163.83,32074.84
KR0073,교보생명보험,X,생명보험,48,보완자본 한도,2026.1Q,46180.78,46180.78
KR0073,교보생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,38811.61,38811.61
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.1Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2023.1Q,11586.23,11586.23
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,40726.35,40726.35
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2023.2Q,11441.24,11441.24
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,40210.65,40210.65
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2023.3Q,11226.83,11226.83
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,38445.06,38445.06
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2023.4Q,11208.94,11208.94
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,37497.92,37497.92
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2024.1Q,10987.77,10987.77
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,36726.89,36726.89
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2024.2Q,11367.55,11367.55
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,36308.16,36308.16
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2024.3Q,10428.73,10428.73
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.3Q,18404.75,18404.75
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.4Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2024.4Q,10731.71,10731.71
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.4Q,26082.22,26082.22
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.1Q,5.8,5.8
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2025.1Q,10741.35,10741.35
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.1Q,21508.72,21508.72
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.2Q,1.52,1.52
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2025.2Q,10524.86,10524.86
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.2Q,21471.94,21471.94
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.3Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2025.3Q,10629.42,10629.42
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.3Q,21535.37,21535.37
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2025.4Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2025.4Q,10521.96,10521.96
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2025.4Q,20276.45,20276.45
KR0074,라이나생명보험,X,생명보험,47,보완자본 한도 적용 전,2026.1Q,0,0
KR0074,라이나생명보험,X,생명보험,48,보완자본 한도,2026.1Q,10529.71,10529.71
KR0074,라이나생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2026.1Q,20467.59,20467.59
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.1Q,82.68,82.68
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2023.1Q,322.56,322.56
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.1Q,82.68,82.68
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.2Q,117.81,117.81
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2023.2Q,388.49,388.49
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.2Q,117.81,117.81
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.3Q,144,144
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2023.3Q,569.93,569.93
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.3Q,0,0
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2023.4Q,181.94,181.94
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2023.4Q,565.38,565.38
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2023.4Q,68.09,68.09
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.1Q,306.78,306.78
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2024.1Q,539.67,539.67
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.1Q,148.13,148.13
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.2Q,284.35,284.35
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2024.2Q,385.41,385.41
KR0075,비엔피파리바카디프생명보험,X,생명보험,49,해약환급금 부족분 상당액 중 해약환급금 상당액 초과분,2024.2Q,168.73,168.73
KR0075,비엔피파리바카디프생명보험,X,생명보험,47,보완자본 한도 적용 전,2024.3Q,316.14,316.14
KR0075,비엔피파리바카디프생명보험,X,생명보험,48,보완자본 한도,2024.3Q,316.14,316.14
